"id","code","libelle","definition"
"1","CST","CONSTRUCTION",""
"2","RAC","RACHAT",""
"3","CES","CESSION",""
"4","IRU","IRU",""
"5","LOC","LOCATION",""
"6","OCC","OCCUPATION","Convention d occupation"
