"id","code","libelle","definition"
"1","CUT","CUIVRE TELECOM",""
"2","OPT","OPTIQUE",""
"3","COA","COAXIAL",""
"4","ECL","ECLAIRAGE",""
"5","ELE","ELECTRICITE",""
"6","VID","VIDEO PROTECTION",""
"7","RAD","RADIO",""
