"id","code","libelle","definition"
"1","BAP","BAILLEUR PRIVE",""
"2","BAPU","BAILLEUR PUBLIC",""
"3","CAS","CABINET SYNDIC",""
"4","SCI","SCI",""
"5","SBE","SYNDIC BENEVOLE",""
"6","UPR","UNIPROPRIETAIRE",""
"7","ASL","ASSO SYNDIC LIBRE",""
"8","PRM","PROMOTEUR",""
"9","ASP","AUTRE SYNDIC PRIVE",""
